(0.007170368 , 0.0)
(0.007170368 , 0.0)
(0.029022919 , 0.0)
(0.036193285 , 0.0)
(0.036193285 , 0.0)
(0.0437051 , 0.0028381348)
(0.0437051 , 0.0028381348)
(0.0437051 , 0.0028381348)
(0.058045838 , 0.14559937)
(0.065557644 , 0.064697266)
(0.065557644 , 0.064697266)
(0.072728015 , 0.064697266)
(0.0874102 , 0.21783447)
(0.0874102 , 0.21783447)
(0.0874102 , 0.21783447)
(0.10175094 , 0.15133667)
(0.10175094 , 0.15133667)
(0.10926275 , 0.1503601)
(0.11643312 , 0.13781738)
(0.11643312 , 0.13781738)
(0.13111529 , 0.100982666)
(0.13828567 , 0.12890625)
(0.13828567 , 0.12890625)
(0.13828567 , 0.12890625)
(0.15296784 , 0.074798584)
(0.15296784 , 0.074798584)
(0.16013822 , 0.20941162)
(0.16730858 , 0.20941162)
(0.16730858 , 0.14736938)
(0.1748204 , 0.109954834)
(0.18916114 , 0.114990234)
(0.18916114 , 0.114990234)
(0.19667295 , 0.28686523)
(0.19667295 , 0.28686523)
(0.20384333 , 0.14346313)
(0.21101369 , 0.16680908)
(0.2185255 , 0.16680908)
(0.22569588 , 0.13638306)
(0.22569588 , 0.13638306)
(0.23286624 , 0.22088623)
(0.24754843 , 0.25531006)
(0.24754843 , 0.25531006)
(0.2547188 , 0.19863892)
(0.2547188 , 0.19863892)
(0.2547188 , 0.19863892)
(0.26940095 , 0.1975708)
(0.27657133 , 0.15505981)
(0.27657133 , 0.15505981)
(0.28408313 , 0.17529297)
(0.2984239 , 0.16973877)
(0.2984239 , 0.16973877)
(0.2984239 , 0.16973877)
(0.31310606 , 0.34936523)
(0.31310606 , 0.34936523)
(0.31310606 , 0.34936523)
(0.32778823 , 0.24520874)
(0.32778823 , 0.24520874)
(0.3349586 , 0.20318604)
(0.3496408 , 0.60653687)
(0.3496408 , 0.60653687)
(0.3496408 , 0.60653687)
(0.36398154 , 0.7404175)
(0.36398154 , 0.7404175)
(0.37149334 , 0.5361328)
(0.37866372 , 0.59521484)
(0.37866372 , 0.59521484)
(0.3858341 , 0.55133057)
(0.3933459 , 0.56866455)
(0.40051624 , 0.59194946)
(0.40768665 , 0.472229)
(0.41519845 , 0.8571167)
(0.41519845 , 0.8571167)
(0.41519845 , 0.8571167)
(0.4223688 , 0.664093)
(0.437051 , 0.6244507)
(0.437051 , 0.6244507)
(0.437051 , 0.6244507)
(0.44422135 , 0.5726013)
(0.45890355 , 0.49215698)
(0.4660739 , 0.46142578)
(0.4660739 , 0.46142578)
(0.4732443 , 0.48794556)
(0.4732443 , 0.48794556)
(0.48792645 , 0.8424072)
(0.48792645 , 0.8424072)
(0.48792645 , 0.8424072)
(0.49509686 , 0.4404297)
(0.50977904 , 0.4928894)
(0.51694936 , 0.4041443)
(0.51694936 , 0.4041443)
(0.52446115 , 0.49020386)
(0.52446115 , 0.49020386)
(0.5388019 , 0.39227295)
(0.5388019 , 0.39227295)
(0.5463137 , 0.44030762)
(0.55348414 , 0.380188)
